Serial_No,airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,polarity scores,Sentiment Score, Rating,Sentiment Values
11485,Cathay Pacific Airways,5,David Gerber,1st May 2019,"Sydney to Phuket via Hong Kong. As others have said in recent times, I don believe Cathay deserve their 5-star rating anymore. I have a long history of flying Cathay, going back to 1979, on one of their final B707 flights into SYD. This trip was very, very ordinary to say the least. Firstly, I chose the flights I did, so as not to fly with their 10-abreast B777ERs. So, all 4 sectors were flown with A330s, 2 with mainline, 2 with Dragon. Much more comfortable. I found the cabin crews were still excellent. The problems come from what they are given to work with and offer passengers. Just off the top of my head, in addition to the race-to-the-bottom that are the 10-across B777 configurations, in the past 10 months since my last trip, the following have gone from Y-class service: amenity kits, refresher towels before takeoff, juice or water prior to take off, deserts on the meal trays (the ice creams which are now the dessert, had always been an ÃÂ¢Ã¢ÂÂ¬ÃÂextraÃÂ¢Ã¢ÂÂ¬ÃÂ). U...",A330,Solo Leisure,Economy Class,Sydney to Phuket via Hong Kong,4/19/2019,4,4,2,4,4,3,yes,0.9168,Positive,21,1
11486,Cathay Pacific Airways,8,Yuxie Zhuang,30th April 2019,"Hong Kong to Ho Chi Minh City. The average service I think. The cabin crews would like passengers to get some rest,so the meal service(all kinds) started as the seat belt sign turned off. The meal was great, as refreshment at night, especially the curry fish rice. But the crews, at first, said they would just provide tea or coffee when they cleared meal trays,as a result that they focused on it really after we finished the meals,without sparing space to provide hot beverage.",A330,Solo Leisure,Economy Class,Hong Kong to Ho Chi Minh City,4/19/2019,5,4,5,4,4,4,yes,0.8625,Positive,26,1
11487,Cathay Pacific Airways,6,S Kalsana,28th April 2019,"Hong Kong to Brussels. Used to fly CX a lot when we lived in HK and was looking forward to flying their business class again. What a disappointment! Seats don seem as spacious and luxurious as before. The breakfast was tiny. All I got in the continental breakfast was a mini pastry, natural yogurt with a tiny bit of granola and fruit. There was butter but no bread to spread it on! No coffee refill. What happened to the lovely service where food was brought out on elegant carts with bread baskets offered several times? The toilets were also not business standard, more like a good economy. Flew Singapore Airlines out and their premium eco toilets were better than Cathay business. Very sad to see such a supreme airline lower their standard like that. Also the lounge at the airport was so overfilled the exclusive touch is completely lost. Poor food selection. Nice shower facility, though.",A350,Family Leisure,Business Class,Hong Kong to Brussels,4/19/2019,4,3,2,3,4,3,no,0.9504,Positive,19,1
11488,Cathay Pacific Airways,7,Mandart Chan,26th April 2019,"Vancouver to New York. I hadn't flown with CX if a few years, so I was looking forward to their amazing hospitality, food, comfortable seats, and great service. Sadly, their food and outdated seats made it uncomfortable. Their meals service for this short-haul flight was worse than flying North-American airlines' business class. I know that this flight is late at night, but the meal was small and taste-less. The cabin crew were more concerned about turning off the cabin lights than to actually serve the customers. The seats on this particular plane were very outdated and needed refreshing. A few spots had the fabric torn-up. CX - I had faith in you. Where did the 5 star go?",Boeing 777-300,Solo Leisure,Business Class,Vancouver to New York,4/19/2019,4,3,1,3,4,4,no,0.7227,Positive,19,1
11489,Cathay Pacific Airways,3,P Lowe,25th April 2019,"Hong Kong to Zurich. I was really disappointed by the quality of the food, the lack of service and by the cabin design. As a vegetarian I ordered the 3 types of vegetarian meals that Cathay and Cathay Dragon has to offer on my way in and on my way out. They were all terrible. I wanted a Bloody Mary and was offered a glass of water that stank chlorine at first and after reappearing myself I got a tomato juice and then asked for some vodka and finally had some salt and pepper. The boarding was a total mess. The service during the flight was non existant. My wife saw that they refilled some water bottles from the tap in the kitchen for thirsty customers. The toilets were never cleaned during the 12 hour flight. I do not understand how they still have 5 stars. They should have 2 or 3 stars. I flew with this company 3 years ago from Hong Kong to Toronto and the overall experience was OK. This is why I chose them to do this long flight trusting the 5 star report. Never again will I use this company. I would rath...",A350-1000,Couple Leisure,Economy Class,Hong Kong to Zurich,4/19/2019,3,1,1,2,1,2,no,-0.8875,Negative,10,-1
11490,Cathay Pacific Airways,9,Thomas van Woerkom,24th April 2019,"Booked a last minute flight on a fifth freedom flight from Cathay Pacific between Bangkok and Singapore as they offered the cheapest tickets for me. I was not able to check in online and via check in counters received a seat with my girlfriend at one of the emergency exit which gave me tons of legroom, but no window to watch. Flight departed slightly late. IFE screens available and a good tasting meal was served en-route. Luggage took a very longtime to appear.",A359,Couple Leisure,Economy Class,Bangkok to Singapore,1/19/2019,4,4,4,4,4,5,yes,0.431,Neutral,25,0
11491,Cathay Pacific Airways,9,Pak Him Leung,23rd April 2019,"Hong Kong to Bangkok. A great flying experience. The staff both on the ground and on the air were accommodating and caring. But there's a disappointment with the catering served inflight as the food was dull - if there's an improvement in the catering part, it will be perfect.",A330-300,Solo Leisure,Economy Class,Hong Kong to Bangkok,1/19/2019,5,5,4,5,5,5,yes,0.8402,Positive,29,1
11492,Cathay Pacific Airways,9,Pak Him Leung,23rd April 2019,"In this trip, I bought Premium Economy class and HKG-JFK round trip, but when I reached the airport counter, the ground staff told me that my flight changed from CX840 to CX890, which is HKG-JFK changed to HKG-EWR as well as downgraded me to economy class when I reached the gate. The ground staff were friendly and helpful and gave me an appropriate compensation. They provide a comfortable economy seat and a superior entertainment system, so I'm still satisfied with Cathay Pacific after the changes and downgrade. When I came back from New York, they upgraded my seat to Business Class, which was a great experience. The funniest thing is that I bought the Premium Economy Class, but I never tried it for my round trip.",A350-900 / Boeing 777-300ER,Solo Leisure,Economy Class,Hong Kong to Newark,1/19/2019,5,5,4,5,4,5,yes,0.992,Positive,28,1
11493,Cathay Pacific Airways,3,Gerard Tocquer,15th April 2019,"Bangkok to Singapore. New Aircraft. Cabin okay but cabin crew not engaged, like in economy class. Bring food, need to ask salt and pepper. Did not bring any coffee after finishing the lunch. Food was similar to Economy. Overall very disappointed.",A350,Solo Leisure,Business Class,Bangkok to Singapore,4/19/2019,3,1,1,4,4,3,no,-0.8655,Negative,16,-1
11494,Cathay Pacific Airways,2,A Madashan,10th April 2019,"Sydney to Hong Kong. The aircraft is old, cabin crew service was bad. Not sure why they are even a highly rated airline. Food quantity, quality and variety was appalling. Seats are not comfortable. Flight was delayed which has been a norm for this airline from Sydney to Hong Kong as per my experience. I fly this route often so I don't have much option VA, QF and CX so I sometime have to fly with them which isn't really pleasant. No Wifi. Return flight from HK to Sydney was even worse in terms of seating.",A330,Business,Economy Class,Sydney to Hong Kong,4/19/2019,2,1,1,4,1,2,no,-0.9381,Negative,11,-1
